Sentence,Label
".
Ssa sis ji
your kattad fan ji
#ਜੀਤ_ਤੱਗੜਾਂ_ਵਾਂਲਾਂ ਜੀ
ਕੋਈ ਸ਼ਬਦ ਨੀ ਜੀ ਮੇਰੇ ਕੋਲ ਇਸ ਗੀਤ ਦੀ ਤਾਂਰੀਫ ਲਈ ( Att+end+siraa+bamb+Ghadar+endless) ਏਹ ਸਭ ਫੇਲ ਆਂ ਜੀ ਇਸ ਗੀਤ ਸਾਂਮਣੇ? ?
ਕੱਲੀ ਕੱਲੀ ਗੱਲ ਜੀ ਅੱਗ ਦੀ ਲਾਂਟ ਵਰਗੀ ਆਂ ਜੀ / ਜਿਹਨਾਂ ਕੋਲੋ ਸੇਕ ਸਹਿ ਨੀ ਹੁੰਦਾਂ ਉਹਨਾਂ ਦੇ Comments ਤਾਂ ਤੁਸੀ ਵੀ ਦੇਖ ਲਏ ਹੁਣੇ ਆਂ.
#ਲੋ ਜੀ ਇਕ ਵਾਂਰੀ ਫੇਰ ਹਿੱਕ ਠੋਕ ਕੇ ਮੈ ਕਹਿੰਦਾਂ ਆਂ ਜੀ.
( ਸੂਲ ਬਣ ਹਿੱਕ ਤੇ ਜੋ ਚੁੰਬਦੇ ਨੇ ਬੋਲ ਕੱਲਾਂ ਕੱਲਾਂ ਉਹੀ ਇੱਥੇ ਬੈਨ ਹੋ ਗਿਆਂ.
( ਕੋਰੀ ਗੱਲ ਕਰਦੀ ਆਂ #ਮਾਂਨਾਂ ਦੀ #ਕੁੜੀ ਐਵੇ ਨੀਉ #ਜੀਤ_ਤੱਗੜਾਂ ਦਾਂ ਫੈਨ ਹੋਗਿਆਂ. 
#BIG_Big_Salute aa ji tohanu.
#ਗੁੰਮਨਾਂਮ
#ਗੀਤਕਾਂਰ_ਜੀਤ_ਤੱਗੜ
#Taggara_Wala

.",Hate
"ਜਟੀ ਹੋਵੇ ਤਾ ਅਨਮੋਲ ਗਗਨ ਮਾਨ    
ਵਰਗੀ ਪੂਰੇ ਪਜਾੰਬ ਵਿਚ ਅਤ ਕਰਵਾਤੀ ਈਨੇ",Appreciation
ਝੂਠ ਕੋਈ ਜਾਦਾ ਹੀ ਦਖਾ ਤਾ ਅਾ,Disappointment
ਗਾਣਿਆ ਵਿੱਚ ਨੋਜਵਾਨੀ ਦੀ ਹਕੀਕਤ ਪੇਸ ਕਰੋ ਨਾ  ਕਿ ਫੋਕੀ ਸ਼ਾਨੋ ਸ਼ੌਕਤ ਜੇਕਰ ਪੰਜਾਬ ਦੀ ਫਿਕਰ ਆ,Disappointment
ੲਿਸ Song ਨੂੰ ਦੇਖ ਕੇ ਮੇਰਾ ਵਰਗਾ ਘਰ ਦਾ ਜਮੀਨ ਵੇਚ ਕੇ ਕਨੇਡਾ ਜਾਣ ਨੂੰ ਸੋਚਦਾ ਹੋਣ ਪਰ ਹੋਣ ਕਨੇਡਾ ਵਿੱਚ ਵੇ ਬਹੁਤ ਪੈਸਾ ਨਹੀ ਬਣਦਾ ੲਿਹ ਤੇ ਸਿਰਫ ਫੁਕਾਰ ਲੲੀ video ਵਿੱਚ ਦਿਖਿਅਾ ਫਿਰ ੳੁਸ ਦੇਸ਼ ਦਾ ਖਰਚ ਵੇ ਬਹੁਤ ਪੈਸਾ ਜੋੜ ਕੋੲੀ ਖੇਲ ਨਹੀ ਬਾੲੀ ਵੇਹਲਾ ਰਿਹਾ ਕੇ ਜੋੜਾ ਜਿਓੁ ਅਪਣੇ india Da ਜਮੀਨ ਤੇ ਮਿਹਨਤ ਕਰ ਕੁੱਝ ਨਹੀ ਰੱਖ ਬਾਹਰ,Hate
ਜਿਹੜੇ ਹਿਸਾਬ ਨਾਲ ਬੀਬਾ ਤੋ video ਬਣਾੲੀ ੲਿਸ ਹਿਸਾਬ ਨਾਲ 20 ਸਾਲ ਫਿਰ ਵੇ ੲਿੰਨੇ ਕੁੱਝ ਨਹੀ ਬਣ ਸਕਦਾ ਨਾਲ Kon ਕਿਸੇ ਨੂੰ ਦਾਨ ਕਰਦਾ ਬੁਲਟ ਕਾਰ ਜਿਅਾਦ ਹਵਾ ਹੋ video ਵਿੱਚ,Hate
ਅਨਮੋਲ ਗਗਨ ਮਾਨ ਨੇ ਐੱਸ ਵਾਰ ਅੱਤ ਕਰਵਾਤੀ,Appreciation
ਤੇਰੇ ਘਰ ਕੋਈ ਇੱਜਤ ਵਾਲਾ ਵੀ ਹੈ ਕੇ ਤੇਰੇ ਵਰਗੇ ਜਨਾਨਣੇ ਆ,Disappointment
ਸਿਰਾ ਗਾਣਾ ਪੂਰਾ👌👌👌👌👍👍👍👍👍👍👍👌👌👌👌,Hate
"🙏🏻ਸਿੱਦੇ ਸਾਦੇ ਪੇਂਡੂ 👳🏻‍♂️ਜੱਟ ਨੇ
 ਪੂਰੇ ਪਿੰਡ🏡 ਵਿੱਚ ਅੱਤ👌🏻 ਕਰਵਾਤੀ 💪🏻",Blessing
Att ਕਰਵਾ ਤੀ madam g,Appreciation
ਇਹ ਦਿਖਵੇਂ ਕਰਨ ਦੀ ਕੀ ਲੋੜ ਆ।।।ਜੋ ਵੀਡੀਓ ਵਿੱਚ ਦਿਖਾਇਆ ਇਹਨੂੰ ਆਪਣੀ ਅਸਲ ਜਿੰਦਗੀ ਵਿੱਚ ਵੀ ਲਾਗੁ ਕਰੋ।।।।ਇੱਕ ਰੂ ਦੀ ਚੂੰਡੀ ਨੀ ਵਡੋਨਦੇ,Disappointment
ਲੈ ਮੂਸੇ ਆਲੇ ਦੀ ਰੀਸ ..ਕਮੈਟ ਨਾਲ ਹਾਹਾਹਾ,Hate
Thanks ji Gud Msg to Youth ਮੇਹਨਤਾਂ ਨਾਲ ਕਿਸਮਤਾਂ ਬਦਲ ਦਿਓ,Appreciation
ੂਤੁਸੀ ਤਾ ਗੰਦ ਲਾਗੇ ਪਾਉਣ...ਜੱਟਾਂ ਦੀ ਤਾਂ ਹੁਣ ਭੈਣ...ਸਾਲੇ ਮੰਗਦੇ ਨੇ..ਹੁਣ ਤਾਂ ਲੋਕਾ ਫੜਾ ਨਾ ਮਾਰੋ,Appreciation
ਧਨਵਾਦ ਜੀ।,Appreciation
ਬੰਬ ਗਾਣਾ💣💣💣💣💣💣,Appreciation
"ਕੁੱਜ ਜ਼ਿਆਦਾ ਈ ਅੱਤ ਕਾਰਵਾਤੀ ,    ਵੈਸੇ ਏਨੀ ਅੱਤ ਹੁੰਦੀ ਨਹੀਂ ਹੁੰਦੀ",Disappointment
"ਓ ਭਰਾਵੋ ਪੈਸਾ ਕਮਾਉਣਾਂ ਬਹੁਤ ਔਖਾ ਬਾਹਰ 
ਐਵੀ ਨਾਂ ਹਵਾ ਚ ਆ ਜਾਇਓ
ਗੁਜਾਰਾ ਈ ਹੁੰਦਾ ਮਸਾ ਸ਼ਿਫਟਾਂ ਲਾ ਕੇ",Appreciation
ਜਿਸ ਹਿਸਾਬ ਨਾਲ ਗਗਨ ਅਨਮੋਲ ਦੀ ਪੜ੍ਹਾੲੀ ਅਾ । ੳੁਹਦੇ ਗੀਤਾਂ ਪਿੱਛੇ ਚੰਗੇ ਅਰਥ ਨਹੀਂ ਹੁੰਦੇ ।ੲੇਸ ਗੀਤ 'ਚ ਫੁਕਰਪੁਣਾ ਬਹੁਤ ਝਲਕਦਾ,Hate
AP Dhillon please were turban you are a Sikh ਅਾਪ ਢਿੱਲੋਂ ਕਿਰਪਾ ਕਰਕੇ ਪੱਗ ਵਾਲੇ ਹੋ ਤੁਸੀਂ ਸਿੱਖ ਹੋ,Appreciation
"ਲੱਖ ਪਰਦੇਸੀ ਹੋਈਏ ਆਪਣਾ ਦੇਸ਼ ਨੀ ਭੰਡੀ ਦਾ
ਜਿਹੜੇ ਮੁਲਕ ਤੋਂ ਖਾਈਏ/ਕਮਾਈਏ ਉਸਦਾ ਬੁਰਾ ਨਹੀਂ ਮੰਗੀ ਦਾ",Hate
ਇੱਕ ਨੰਬਰ ਦਾ ਫੁੱਦੂ ਗਾਣਾ ਪਹਿਲਾ ਵਾਲੇ ਟੋਪ ਆ ਤੇ ਚਵਲ ਮਾਰ ਦਿੱਤੀ,Appreciation
ਖਾਲਿਸਤਾਨੀ ਭੈਂਕਲੰਡ,Appreciation
AP ਕਾਦੇ ਚੱਕਰਾਂ ਵਿੱਚ ਪੈ ਗਿਆ 22 ਤੂੰ GOAT DEADLY MOST WANTED ਵਾਂਗ ਗੀਤ ਬਣਾਉਣ ਦੀ ਲੋੜ ਆ ਹਜੇ... ਆ ਤੂੰ ਕਿ ਤੇਰੀਆਂ ਅਦਾਵਾ ਤੇਰੀਆਂ ਅਦਾਵਾ ਕਰਦਾ ਫਿਰਦਾ ਵਾ ਹਾਹਾ 😂😂,Disappointment
ਮਸਤ ਗੀਤ ਹੈ 1 ਹਫਤੇ 'ਚ ਇੰਸਟਾਗ੍ਰਾਮ 'ਤੇ ਟ੍ਰੈਂਡ ਕਰ ਰਿਹਾ ਹੈ ਜਲਦ ਹੀ ਇਹ ਗੀਤ ਹਰ ਪਾਸੇ ਛਾਏਗਾ,Appreciation
ਬੰਦੇ ਨੀ ਜੋ ਸੇੜਨ ਇਜਤ ਬੇਗਾਨੀ ਨੂੰ ਸਦਾ ਸੁੰਰਮੇ ਸਮਜਨ ਥੀਅ ਤੇ ਭੈਣ ਬੇਗਾਨੀ ਨੂੰ,Disappointment
ਮਿਊਜ਼ਿਕ ਪਸੰਦ ਨਹੀਂ ਆਇਆ 😢,Disappointment
"I love ap dhillons songs so much! Seeing him like this makes me happier, this music video is so cute 🥹💕 Ap, you never have disappointed us and you never will keep on going and achieve your dreams <3

PUNJABI TRANSLATION;

ਮੈਨੂੰ ਏਪੀ ਢਿੱਲੋਂ ਦੇ ਗੀਤ ਬਹੁਤ ਪਸੰਦ ਹਨ! ਉਸ ਨੂੰ ਇਸ ਤਰ੍ਹਾਂ ਦੇਖ ਕੇ ਮੈਨੂੰ ਖੁਸ਼ੀ ਮਿਲਦੀ ਹੈ, ਇਹ ਸੰਗੀਤ ਵੀਡੀਓ ਬਹੁਤ ਪਿਆਰਾ ਹੈ 💕 ਐਪ, ਤੁਸੀਂ ਸਾਨੂੰ ਕਦੇ ਨਿਰਾਸ਼ ਨਹੀਂ ਕੀਤਾ ਅਤੇ ਤੁਸੀਂ ਕਦੇ ਵੀ ਅੱਗੇ ਵਧਦੇ ਰਹੋਗੇ ਅਤੇ ਆਪਣੇ ਸੁਪਨਿਆਂ ਨੂੰ ਪੂਰਾ ਨਹੀਂ ਕਰੋਗੇ <3",Disappointment
ਕਰਨ ਅੋਜਲਾ ਦੀ ਮੇਕਿੰਗ ਮੈਮਰੀਸ ਦੀ ਕਿਸ ਨੂੰ ਉਡੀਕ ਆ ਫਿਰ ❤,Hate
ਦੁਨੀਆ ਤੇ ਸੱਭ ਤੋ ਵੱਡਾ ਪਾਪ ਆ ਕਿਸੇ ਦਾ ਦਿੱਲ ਦਖੋਨਾ ਇਹ ਗੁਰਬਾਣੀ ਚ ਵੀ ਆਉਦਾ ਆ ਤੇ ਮਿੱਤਰਾ ਯਾਦ ਰੱਖੀ ਤੇਰੇ ਤੇ ਵੀ ਇੱਕ ਦਿੱਨ ਇਹੋ ਜਿਹਾ ਆਉਗਾ ਨਾ ਜੀ ਸਕੇਗਾ ਨਾ … ਕੱਲ ਨੂੰ ਪਤਾ ਨਹੀ ਰੱਬ ਨੇ ਕੀ ਕਰਨਾ ਤੇਰੇ ਵੀ ਕੁੜੀ ਹੋ ਸਕਦੀ ਤੇਰੀ ਵੀ ਭੈਣ ਹੁਣੀ ਰੱਬ ਸੱਭ ਵੇਖਦਾ ਮੈ ਇਨ੍ਹਾ ਵਲੋਗਰਾ ਦਾ ਕੋਈ ਸਪੋਟਰ ਨਹੀ ਆ ਨਾ ਮੈਨੂੰ ਕੋਈ ਫਰਕ ਪੈਦਾ ਪਰ ਜਿੰਦਾ ਤੁਸੀ ਹਰ ਇੱਕ ਦਾ ਦਿੱਲ ਦਖੋਣ ਲੱਗ ਪੈਦੇ ਜੇ ਰੱਬ ਜਾਣਦਾ ਅਗਲਿਆ ਤੇ ਕੀ ਗੁਜਰਦੀ ਤੁਸੀ ਬੱਸ ਕੁੱਝ ਕ views ਲਈ ਜਮੀਰ ਮਾਰ ਲੈਦੇ ਜੇ ਉਸ ਤਰਾਂ ਤੁਸੀ ਬੜੇ ਮਹਾਨ ਬਨਦੇ ਜੇ ਪਰ ਕੋਈ ਨਾ ਰੱਬ ਜਦੋ ਮਾਰ ਮਾਰਦਾ ਉਸ ਦੀ ਅਵਾਜ ਨਹੀ ਆਉਦੀ ਸਾਡੇ ਗੁਰੂ ਪੀਰ ਇਹੋ ਸਿੱਖਿਆ ਦਿੰਦੇ ਸੀ ਸੱਭ ਤੋ ਵੱਡਾ ਜੁਰਮ ਤੇ ਪਾਪ ਆ ਕਿਸੇ ਦਾ ਦਿੱਲ ਦਖਾਉਣਾ ਮੈਨੂੰ ਪਤਾ ਤੁਹਾਨੂੰ ਕੋਈ ਫਰਕ ਨਹੀ ਪੈਣਾ ਕਿਉਕੀ ਮਰੀਆ ਜਮੀਰਾ ਵਾਲਿਆ ਨੂੰ ਕੋਈ ਫਰਕ ਨਹੀ ਪੈਦਾ ਹੁਣ ਜੇ ਆਾਪਣੇ ਇੱਕ ਪਿਉ ਦਾ ਤਾ ਮੇਰਾ cmt dlt ਨਾ ਕਰੀ ਜੇ ਜਾਦਿਆ ਦੀ ਸੱਟ ਆ ਤੇ .. ਬਾਕੀ ਤੇਰੇ ਤੇ ਵੀ ਇੱਕ ਦਿੱਨ ਇਹੋ ਜਿਹਾ ਆਉਗਾ ਜਿੰਦਾ ਤੁਸੀ ਕਿਸੇ ਦਾ ਦਿੱਲ ਦੁੱਖਾ ਕੇ ਹੱਸਦੇ ਜੇ ਲੋਕੀ ਤੇਰੇ ਤੇ ਵੀ …..,Hate
8:34 ਦਰੀ ਆ ਤੂੰ 😂😂😂😂,Hate
ਇਹ ਬੰਦਾ ਕਹਿ ਦਾ ਵੀ ਸਾਡੀ ਵੀਡੀਓ  ਨਹੀ ਇਸ ਦੇ ਘਰ ਵਾਲੀ ਡਾਕਟਰੀ ਕਰਾ ਉਸਦੇ ਚਿਤੜ ਕਾਲੇ ਆ ਜਾ ਨਹੀ ਇਸ ਤੋ ਪਤਾ ਲੱਗ ਜੋ ਗਾ ਉਸ ਵੀਡੀਓ  ਚਿਤੜ ਕਾਲੇ ਆ,Appreciation
ਬਾਈ ਪਿਜ਼ੈ ਵਾਲਾ ਸਿਰੇ ਦਾ ਆਸ਼ਕ ਏ ਹਿਸਾਬ ਨਾਲ਼ ਜਿਦਾ ਦੇ ਕੰਮ ਕਰਦਾ ਵੀਡੀਓ ਵੀ ਰੱਖਦਾ ਕੰਮ ਕਰਦੇ ਹੋਏ ਦੀ,Hate
ਏਹੇ ਸਲਾ ਢੰਡਰੀਆ ਸਿੱਖ ਦੇ ਰੂਪ ਵਿੱਚ ਇੱਕ ਰਾਕਸ਼ਸ਼ ਆ ਏਤਾ ਇੱਕ ਦਿਖਾਵੈ ਕਰਕੇ ਪੱਗ ਬੰਨਦਾ ਹੈ ਤਾਂ ਪੂਰਾ ਜਾਨਵਰ ਆ,Hate
ਕਰਨ ਵੀਰੇ ਛੱਡ ਪਰੇ ਸਾਲੇ ਮਰੇ ਹੋਏ ਨੂੰ ਕਿਉਂ ਮਾਰਨਾ,Hate
9.30 ਸਾਲਾ ਰੋਣ ਦੀ ਐਕਟਿੰਗ ਦੇਖ ਕਰਦਾ ਜਿਵੇਂ ਕਿ ਬਵਾਸੀਰ ਦਾ ਦਰਦ ਹੁੰਦਾ,Hate
8.44 ਬਾਈ ਯਾਰ ਇਸ ਨੂੰ ਉਸਤਾਦ ਨਾ ਕਹਿ ਇਹ ਚੇਲਾ ਕਹਾਉਣ ਦੇ ਲਾਇਕ ਨਹੀਂ,Hate
ਦਰੀ ਆ ਤੂੰ ♥️🤣🤣🤣🤣🤣🤣🤣,Hate
ਤੇਰੇ ਨਾਲ ਆ ਵੀਰੇ ♥️,Support
ਭਰਾ ਇਹਨਾਂ ਨੇ  ਵੀਡੀਓ ਬਣਾਈ| ਫੋਨ ਵੇਚਿਆ ਹੋਣਾ| ਉਹ ਕਿਸੇ ਨੇ ਰਿਕਵਰ ਕਰ ਲਿਆ ਡਾਟਾ| ਤੇ ਹੁਣ ਤੁਹਾਡਾ ਨਾਂ ਲੈ ਕੇ ਜਿਹੜੇ ਤੁਸੀਂ  ਰੋਸਟ ਕਰਦੇ| ਇਹਨਾਂ ਨੂੰ|  ਉਹਨਾਂ ਦੇ ਨਾਂ ਵਿੱਚ ਲਈ ਜਾਂਦਾ|  ਇੱਕ ਨਾ ਜਦੋਂ ਬੰਦੇ ਦੀ ਵੀਡੀਓ| ਵਾਇਰਲ ਹੋ ਜੇ ਤਾਂ ਉਹ ਬੰਦਾ ਸਾਹਮਣੇ ਨਹੀਂ ਹੁੰਦਾ| ਬੰਦਾ ਹਾਲੇ ਵੀ ਤੁਹਾਨੂੰ  ਨਿਸ਼ਾਨੇ| ਬਣਾਈ| ਜਾਂਦਾ|,Disappointment
"Drama kr rha .. ਪੱਗ ਦੀ ਇਜਤ ਰੱਖ ਲੈਂਦਾ ,, ਕਰਨ ਵੀਰ i Support u",Support
ਤੂੰ ਵੀ ਵੀਰ ਇਹਨਾਂ ਦਾ ਸਹਾਰਾ ਲੈਨਾ ਫੇਮ ਲੈਣ ਲਈ ਜੇ ਤੇਰੇ ਵਿਚ ਕੋਈ ਦਮ ਹੈ ਤਾਂ ਇਹਨਾਂ ਸਾਰਿਆ ਦੀਆਂ ਵੀਡੀਓ ਬਣਾਉਣੀ ਛੱਡਕੇ ਕੁਝ ਆਪਣਾ ਕਰ ਫੇਰ ਪਤਾ ਲੱਗੂ,Hate
ਕਰਨ ਬਾਈ ਕੋਈ ਗੱਲ ਨੀ ਨਾਮ ਲਈ ਜਾਂਦੇ ਆ ਕਹਿਣ ਦੇ ਏਨਾ ਦਾ ਕਿ ਆ ਸਾਲ਼ੇ ਓਦੋਂ ਤਾਂ ਯੇਅਹ ਮੈ ਹੂ ਯੀਅਹ ਗੋਪੀ ਹੈ ਇਸਕੀ ਚੁਦਾ** ਹੋ ਰਹੀ ਹੈ ਲਗਾ ਸੀ ਓਹਨੂੰ ਨੂੰ ਅਕਲ ਹੈਗੀ ਤੁਸੀ ਕਰਨਾ ਜੋਂ ਕਰੋ ਵੀਡੀਓ ਨਾ ਬਣਾਓ ਇਹ 15 ਦਿਨ ਪਹਿਲਾ ਕਿੱਥੇ ਸੀ ਓਦੋਂ ਨੀ ਤੇਰਾ ਨਾਮ ਲੇ ਤਾਂ ਹੁਣ ਸਾਲਾਂ aa gya ਇਹਨੂੰ ਕਹਿ ਸਿੱਧਾ ਮਿਲ ਕੇ ਫਿਰ ਕਹੇ ਓਦਣ ਦਾ ਤਾਂ ਲਗਾ ਸੀ ਵੀਡਿਓ ਸਾਡੀ ਨੀ ਹੈਗੀ ਬਣਾਈ ਆ ਕਿਸੇ ਨੇ AI ਨਾਲ ਹੁਣ ਸਾਲਾਂ ਡਰਾਮਾ ਕਰਦਾ ਰੋ ਰੋ ਓਦੋਂ ਤਾਂ ਉਹ ਵੀ ਕਰਦੀ ਸੀ ਸੈਕ* ਕਰ ਰਹੀ ਹਾਂ ਹੁਣ ਸਾਲ਼ੇ ਰੋਂਦੇ ਆ ਡਰਾਮੇ ਕਰਦੇ ਆ ਇਹਨੇ ਬਣਾਈ ਆਪ ਤੇ ਲੀਕ ਵੀ ਆਪ ਹੀ ਕੀਤੀ ਆ ਏਦੇ ਫੋਨ ਦਾ ਡੇਟਾ ਕਡਵਾਓ ਲਗ ਜਾਊ ਪਤਾ ਸਾਲ਼ੇ ਡਰਾਮੇ ਬਾਜ ਦਾ,Hate
"ਉਹਦਾ ਮਕਸਦ ਆ ਕਿ ਲੋਕ ਕਰਨ ਦੁਆਲੇ ਹੋ ਜਾਣ, ਤੇ ਇਹ ਮਸਲਾ ਠੰਡਾ ਪੈ ਜਾਵੇ but we Support what is right....we are with you karandutta",Support
"ਜੇਕਰ ਆਹ ਜੌੜਾ ਕੋਈ ਗਲਤ ਕਦਮ ਚੁੱਕ ਲੈਂਦਾ ਤਾਂ ਇਝ ਸਮਝ ਲਵੋ
ਕਰਨ ਦੀ ਢੂਈ ਤੇ ਬੰਬ ਬੰਨ੍ਹਿਆ ਗਿਆ
ਪਰ ਇਕ ਗੱਲ ਇਹ ਵੀ ਆ ਕੀ
ਕਰਨ ਦਾ ਇਸ ਮਾਮਲੇ ਵਿੱਚ ਕੋਈ ਹੱਥ ਨਹੀਂ ਹੋ ਸਕਦਾ
ਹਾ ਦਿਮਾਗ ਹੋ ਸਕਦਾ ਜੇ kulhd ਪੀਜ਼ੇ ਆਲਾ ਕਹਿ ਰਿਹਾ?
ਤੇ ਇਸ ਬਾਰੇ ਤਾਂ ਪੁਲਸ ਹੀ ਪਤਾ ਕਰ ਸਕਦੀ ਹੈ
ਬਾਕੀ ਯਾਰ ਜਿਨੀਆ ਮਰਜੀ ਸਫਾਈਆ ਓਹ ਬੰਦਾ ਦੇਈ ਜਾਵੇ ਪਰ ਆਪਣੀ ਅਤਰੰਗ ਜ਼ਿੰਦਗੀ ਦੇ ਪਲਾ ਦੀ ਵੀਡਿਉ ਬਣਾਉਣੀ
ਕਿੱਧਰ ਦੀ ਸਿਆਣਪ ਹੈ?",Disappointment
ਇਹ ਤਾ ਭਰਾ ਇੰਨੇ ਦੁਖ ਚ ਵੀ ਵੀਡਿਉ ਤੇ ਐਡ ਲਾਈ ਫਿਰਦਾ,Disappointment
“ਦਰੀ ਆਂ ਤੂੰ ? “ Got me LMAO 😂😂,Appreciation
ਤੁਸੀਂ ਤਾਂ ਇਹਦੇ ਹੱਕ ਵਿੱਚ ਗੱਲ ਕਰ ਰਹਿਓ ਜਿਦਾਂ ਇੰਨੇ ਸੰਨੀ ਦਿਓਲ ਵਾਂਗੂ ਨਲਕਾ ਪੱਟੋ ਕੇ ਹਸੀਨਾ ਨੂੰ ਪਾਕਿਸਤਾਨ ਤੋਂ ਵਾਪਿਸ ਲਿਆਂਦਾ ਹੋਵੇ ਜੋ ਲੋਕ ਕਹਿ ਰਹੇ ਨੇ ਕਿ ਕੱਲ੍ਹ ਨੂੰ ਇਹ ਤੁਹਾਡੇ ਨਾਲ ਵੀ ਹੋ ਸਕਦਾ ਹੈ ਦਾ ਕੰਮ ਕੋਈ ਆਪਣੀ ਭੈਣ ਦਾ ਯਾਰ ਹੀ ਹੋਏਗਾ ਜੋ ਇਹੋ ਜਾ ਕੰਮ ਕਰੇਗਾ। ਨਾਲੇ ਖਾਨਦਾਨੀ ਬੰਦਾ ਇਹੋ ਜਿਹਾ ਫ**** ਕੰਮ ਨਹੀਂ ਕਰਦਾ  ਜੋ ਲੋਕ ਇਹਦੀ ਸਿਫਾਰਿਸ਼ਾਂ ਕਰ ਰਿਹੋ ਉਹ ਬੰਦੇ ਆਪਣੀਆਂ ਘਰ ਦੀਆਂ ਨਾਲ ਵੀਡੀਓ ਬਣਾ ਸਕਦੇ ਨੇ ਤੁਹਾਡਾ ਜਵਾਬ ਹੋਵੇਗਾ ਨਹੀਂ ਇਹ ਲੋਕ ਕੰਜ਼ਰ ਦੇ ਪੁੱਤ ਹੁੰਦੇ ਨੇ ਆਪਣੀ ਮਾਂ ਭੈਣ ਵੇਚ ਸੜਕ ਉੱਤੇ ਰੱਖੀ ਹੁੰਦੀ ਹੈ ਬਾਕੀ ਹੁਣ ਇੱਕ ਭੇਡ ਚਾਲ ਚੱਲਣੀ ਰੋ ਰੋ ਦਿਖਾਣਾ ਤਾਂ ਲੋਕਾਂ ਨੇ  ਪੋਸਟ  ਪਾਣੀਆਂ ਕੇ ਇਹਨੂੰ ਮਾਫ਼ ਕਰ ਦਿਓ ਮੁਆਫ਼ ਕਰ ਦਿਆਂਗੇ ਪਹਿਲਾਂ ਇਹ ਮੰਨੇ ਕਿ ਇਹ ਵੀਡੀਓ ਮੇਰੀ ਹੀ ਹੈਗੀ ਆ ਮੈਂ ਇਹ ਜੋ ਵੀ ਕੀਤਾ ਕੰਜਰਾਂ ਵਾਲਾ ਕੰਮ ਕੀਤਾ ਆ,Hate
"22 ਇੱਕ ਦੂਜੇ ਨੂੰ ਗ਼ਲਤ ਕਹਿਣ ਦੇ ਬਜਾਏ ਤੁਹਾਨੂੰ ਸਾਥ ਦੇਣਾ ਚਾਹੀਦਾ, ਚਾਹੇ ਤੁਸੀਂ ਓ ਚਾਹੇ ਓਹ ਹੈ, ਇਕੋ ਸ਼ਹਿਰ ਦੇ ਓ, ਕਿਉੰ ਜਲੰਧਰ ਸ਼ਹਿਰ ਦੀ ਮਾ ਭੈਣ ਕਰਵਾ ਰਹੇ ਓ, ਦੇਖੋ ਗਲਤੀ ਇਨਸਾਨ ਤੋਂ ਹੁੰਦੀ ਹੈ ਨਾ ਕਿ ਜਾਨਵਰਾਂ ਤੋਂ, ਐਵੇਂ ਇੱਕ ਦੂਜੇ ਖ਼ਿਲਾਫ਼ ਵੀਡਿਉ ਪਾਂ ਕੇ ਆਪਣੇ ਪੰਜਾਬ ਆਪਣੇ ਭਾਈਚਾਰੇ ਦੀ ਬਦਨਾਮੀ ਹੈ, so plz ਇਹਨੂੰ ਰੋਕੋ ਨਾ ਕਿ ਆਪਸ ਚ ਉਲਝੋ, ਇਹ ਮਸਲਾ ਹੱਲ ਕਰੋ ਬਾਅਦ ਚ ਚਾਹੇ ਡਾਂਗਾ ਨਾਲ ਲੜੋ, ਕਿਉੰ ਨੀ ਸਮਝਦੇ ਤੁਸੀਂ ,",Neutral
"ਇਸ ਬੰਦੇ ਉੱਪਰ ਆਪਣੀ ਘਰ ਵਾਲੀ ਦਾ ਅਸ਼ਲੀਲ ਵੀਡੀਓ ਬਣਾਉਣ ਦਾ case ਚਲਣਾ ਚਾਹੀਦਾ ਹੈ।  ਇਸ ਫੁਕਰੇ ਨੂੰ ਸ਼ਰਮ ਆਉਣੀ ਚਾਹੀਦੀ ਹੈ। ਫੁਕਰੇਪਨ ਵਿੱਚ ਆਪਣੀ wife , ਆਪਣੇ ਪਰਿਵਾਰ ਅਤੇ ਖੁਦ ਆਪਣੀ ਥੂ ਥੂ ਕਰਾ ਲਈ",Disappointment
 ਤੇਰੇ ਵੀ ਪੈਰ ਹਿੱਲ ਗਏ ਨੇ ਪੈਸਾ ਤੇਰੇ ਵੀ ਦਿਮਾਗ ਨੂੰ ਚੜ ਗਿਆ ਸਾਲਿਆ ਬੱਸ ਕਰ ਹੁਣ ਕੋਈ ਹੋਰ ਗੱਲ ਕਰਲਾ ਜਦੋਂ ਤੇਰੀ ਮਾ ਜਾ ਭੈਣ ਦੀ ਵੀਡਿਉ ਆਈ ਹੁੰਦੀ ਫੇਰ ਵੀ ਏਦਾ ਹੀ ਕਰਦਾ,Hate
ਭੈਣ ਦਾ ਯਾਰ ਹੁਣ ਰੋਅ ਕੇ ਲੋਕਾਂ ਨੂੰ emotional blackmail ਕਰਦਾ,Disappointment
